cement_kg_m3,blast_furnace_slag_kg_m3,fly_ash_kg_m3,water_kg_m3,superplasticizer_kg_m3,coarse_aggregate_kg_m3,fine_aggregate_kg_m3,age_days,compressive_strength_mpa,estimated_co2_kg_m3,estimated_material_cost_index
431.6,137.06,100.71,205.31,24.14,974.06,905.0,3,38.497,417.09,125.75
327.18,37.37,145.88,177.11,26.31,1033.77,802.35,7,40.265,325.74,113.49
439.58,171.66,55.96,176.53,12.15,1126.79,668.53,56,71.338,406.22,97.37
241.74,44.62,125.74,202.53,28.34,1056.25,790.95,14,22.347,256.46,108.02
409.12,136.58,99.76,192.42,10.65,973.25,727.64,180,72.276,376.35,89.28
390.75,24.4,173.33,192.87,26.11,973.85,656.03,3,32.37,379.09,120.81
323.56,11.4,44.32,134.94,29.51,1142.42,660.04,14,40.821,323.93,115.18
161.9,208.53,66.32,204.32,13.99,926.28,948.3,28,33.632,175.93,71.66
291.44,215.06,81.13,207.62,2.3,930.17,867.8,1,24.127,268.08,59.02
524.52,124.99,99.51,157.48,10.19,1142.33,712.0,28,70.277,472.89,101.15
428.83,36.26,27.34,165.22,9.08,966.0,627.4,365,63.597,382.12,77.79
250.52,152.37,28.75,207.76,15.77,1022.25,821.49,3,23.595,249.41,81.3
183.84,189.61,106.25,172.71,27.35,814.28,591.7,1,27.49,215.42,107.96
334.86,166.28,108.19,202.12,29.27,1031.79,592.93,56,57.609,345.27,129.33
230.44,107.6,19.23,147.33,3.57,960.12,710.52,14,22.703,209.51,44.89
241.24,166.67,104.77,233.23,12.47,983.91,605.46,3,18.45,238.76,75.97
518.07,149.58,137.49,185.52,24.48,814.85,711.57,28,76.688,492.75,139.34
533.98,162.14,41.17,131.67,18.44,1111.63,607.88,7,70.812,495.56,123.18
217.13,15.36,133.41,132.75,8.81,1050.09,606.94,7,23.817,202.4,54.49
127.1,150.66,106.14,198.79,23.12,1059.47,884.53,365,25.751,157.69,87.85
366.09,6.43,138.02,164.23,0.89,824.65,921.9,7,37.413,315.81,52.13
500.61,6.58,159.4,209.8,19.4,963.73,922.98,3,51.878,460.21,115.4
402.05,49.35,44.89,224.98,4.54,1028.38,911.13,7,26.343,353.36,64.84
446.53,92.39,158.39,161.53,21.12,1028.47,945.59,14,61.645,422.97,119.17
265.53,2.46,184.19,132.55,13.84,893.03,588.34,90,44.494,251.71,74.01
537.83,124.54,120.19,213.34,12.7,1001.12,843.79,180,88.441,488.6,109.82
303.13,174.4,47.48,222.56,29.3,1144.36,588.28,1,24.366,317.7,123.73
325.82,123.62,158.75,214.02,12.96,1023.47,909.82,365,69.223,309.51,86.5
489.59,90.87,68.91,164.95,24.68,1137.15,784.42,365,84.821,463.38,129.57
361.27,140.36,53.79,165.64,22.23,1065.87,858.34,3,36.134,353.55,110.91
319.41,67.25,71.33,177.51,14.27,1001.68,634.59,365,49.221,300.47,81.57
370.1,166.28,54.34,168.7,16.21,1117.92,749.13,56,62.78,353.24,98.74
415.24,108.44,183.1,206.09,22.04,938.43,895.81,56,70.799,399.47,119.84
489.01,57.51,156.28,177.98,4.38,901.51,782.16,180,79.328,429.82,79.92
291.84,24.58,108.46,164.3,9.18,863.65,923.85,3,17.859,266.64,64.03
385.55,75.31,71.3,190.03,0.48,968.38,687.52,56,45.461,335.19,55.6
369.15,129.14,155.91,168.88,3.63,819.86,734.28,7,42.298,331.74,68.65
319.84,16.22,9.25,218.76,4.1,803.59,638.48,3,11.413,279.74,50.13
232.49,175.12,118.37,169.45,21.63,910.76,681.76,56,48.907,246.86,98.98
139.72,169.53,66.43,236.66,10.9,930.37,933.17,365,28.742,149.39,58.53
157.89,55.94,155.08,124.78,7.38,947.25,877.46,3,16.77,153.03,47.51
528.89,115.71,177.21,192.08,14.65,960.47,762.48,180,95.0,484.64,115.28
487.24,44.06,104.48,122.41,3.79,1085.18,859.94,56,64.256,425.39,75.21
340.66,192.71,158.47,211.11,24.99,964.11,733.83,7,52.523,346.21,123.18
248.69,167.88,199.43,238.4,12.61,1029.85,638.84,14,45.639,247.3,81.1
192.94,120.01,10.85,153.72,25.82,852.49,811.48,180,27.974,213.93,96.54
482.69,201.93,79.18,165.06,8.19,943.06,704.71,365,91.759,439.11,95.7
461.81,84.7,186.78,202.07,9.64,846.8,776.87,3,49.806,417.62,92.91
484.7,23.57,54.98,191.02,28.23,1112.31,556.93,56,60.185,459.92,132.6
362.48,78.69,110.94,167.95,16.4,1039.84,879.88,180,60.312,342.08,94.45
499.99,17.59,49.1,206.29,8.19,1108.08,640.88,90,57.238,440.31,83.67
537.17,73.72,17.6,232.4,28.94,955.73,824.81,56,65.008,508.41,142.67
496.45,30.22,16.8,203.98,13.49,825.24,877.66,7,43.265,446.02,96.1
364.03,163.2,23.9,130.56,26.3,1113.24,608.77,56,67.534,363.41,121.81
159.71,185.04,162.23,202.69,28.16,821.15,861.51,90,40.227,197.01,109.01
148.27,158.31,71.36,183.9,8.35,848.73,843.11,3,8.417,151.9,52.6
166.38,44.07,67.05,192.45,6.62,1087.19,765.83,56,9.866,156.44,42.28
191.27,180.51,41.71,122.47,21.07,909.0,876.35,180,44.58,209.77,89.94
405.44,48.78,151.51,224.13,7.18,885.15,888.31,28,48.686,362.56,76.07
422.22,58.85,61.51,214.35,3.73,1031.81,632.72,1,25.108,370.21,66.57
121.77,125.46,54.17,170.61,15.69,918.73,817.35,14,12.131,138.48,64.79
160.65,173.31,112.76,126.01,28.36,924.68,844.86,180,47.139,196.31,106.81
375.08,126.54,104.9,224.12,0.49,1134.37,613.47,3,34.341,330.56,59.29
520.56,168.21,157.35,161.99,28.78,1065.3,633.76,14,78.141,503.45,152.48
270.21,104.01,161.22,132.81,22.37,929.91,773.97,1,31.977,275.97,102.07
188.65,12.32,123.8,151.04,27.68,891.89,603.41,180,30.83,207.99,97.66
166.19,0.63,6.34,200.73,3.88,971.15,799.98,1,3.0,147.64,29.94
416.76,105.17,78.73,149.49,2.15,1064.45,896.22,28,54.844,366.63,65.9
503.26,36.31,72.58,164.13,3.03,947.86,683.14,90,64.126,436.62,73.42
500.88,24.12,114.35,237.22,11.01,955.88,761.31,1,31.234,447.35,93.9
248.51,130.79,23.75,152.19,25.62,1108.24,786.45,3,32.216,261.85,103.98
143.73,18.41,110.24,158.5,25.85,854.44,823.39,365,24.761,167.03,87.58
215.93,145.55,53.02,144.41,4.95,902.47,819.16,56,36.028,202.71,50.6
252.57,180.17,50.51,173.77,3.87,1120.76,573.89,180,42.381,234.5,54.62
505.14,101.66,97.26,208.89,16.32,1118.83,812.34,7,52.316,464.55,112.43
236.99,78.9,55.72,232.81,22.57,949.04,726.32,14,17.335,244.19,92.61
486.0,114.63,136.68,231.14,28.65,1026.05,680.96,14,59.593,469.7,143.44
526.55,160.36,160.85,188.29,14.5,1091.81,927.02,3,58.894,485.22,117.1
228.92,97.23,69.18,155.76,8.54,1030.61,817.25,180,34.094,216.44,58.39
274.0,125.32,80.0,153.44,28.56,956.14,887.39,3,33.654,288.97,116.26
178.99,87.79,179.1,121.37,17.9,1064.66,857.76,3,31.486,190.51,79.54
134.43,213.17,109.94,223.27,25.25,945.74,933.09,56,37.3,171.78,98.57
256.98,6.54,100.61,220.53,23.69,1059.07,612.86,56,24.919,258.81,94.55
199.79,163.02,120.5,162.67,8.83,925.76,626.69,180,46.785,197.77,62.27
229.96,139.14,15.21,239.12,17.89,933.82,932.95,28,23.702,234.12,82.66
513.78,99.62,92.93,221.9,26.62,1026.22,731.1,28,72.54,488.14,138.89
342.11,139.13,75.63,239.54,9.0,972.46,685.71,14,32.309,316.45,76.31
190.08,75.24,159.72,203.0,22.46,807.84,565.06,3,10.77,205.96,90.61
418.35,5.17,177.37,172.83,7.81,813.84,849.18,3,43.409,372.0,77.18
387.9,150.98,7.42,190.48,22.75,987.9,776.77,180,61.186,376.83,114.28
413.83,160.35,10.37,125.78,27.54,1104.94,801.79,3,47.712,407.26,130.16
349.65,121.3,112.75,208.11,7.06,950.45,618.85,365,60.463,319.24,72.6
146.84,67.43,69.59,141.8,12.24,930.54,652.25,3,4.918,150.52,55.73
472.09,196.21,166.93,226.53,11.41,1142.09,647.97,1,49.764,436.61,105.6
250.3,200.12,179.89,148.2,1.91,1052.4,658.79,365,63.68,233.42,56.02
284.22,52.55,38.87,179.44,26.0,878.93,621.09,28,34.743,287.64,104.34
217.45,38.03,139.27,169.15,21.31,1009.32,695.31,56,38.069,224.38,87.6
373.19,85.06,19.16,217.11,3.51,1026.35,598.7,14,35.566,329.16,60.27
249.65,191.1,99.22,135.53,12.46,1004.62,670.07,7,35.36,247.5,78.45
422.12,112.3,127.64,150.51,21.74,1082.95,879.13,14,66.353,404.01,117.98
445.12,45.2,127.54,180.82,27.01,885.55,691.0,7,49.082,427.29,129.22
340.98,45.96,77.4,216.97,18.05,1048.51,889.22,7,37.637,323.48,92.36
304.16,161.62,22.42,152.26,8.49,1051.77,673.95,3,26.297,283.89,69.94
158.11,109.59,164.74,186.83,22.87,1074.24,856.78,1,19.893,181.95,90.4
123.56,204.01,38.2,160.47,23.62,1013.24,751.96,365,41.974,157.86,89.69
251.37,163.78,46.26,210.44,9.13,852.16,878.47,28,36.365,240.66,66.29
424.57,30.88,66.83,174.53,18.99,916.28,811.2,56,57.137,394.77,103.27
474.26,213.03,36.84,141.22,2.35,985.81,735.4,180,78.066,422.53,79.16
246.6,94.63,13.15,130.8,24.8,977.65,725.6,56,33.994,256.17,98.74
324.96,23.32,22.19,160.95,21.16,1039.9,737.84,3,21.971,312.15,94.41
239.15,57.31,58.66,205.8,9.7,1116.28,554.58,14,18.665,223.98,59.3
241.96,64.12,79.12,170.24,1.43,826.51,620.53,180,28.534,214.02,40.25
293.06,117.66,124.65,164.04,5.49,918.17,559.27,90,51.283,268.62,62.13
442.8,33.27,4.87,137.14,24.0,886.42,734.37,3,32.41,417.21,115.66
380.67,150.67,76.87,144.23,18.37,1001.11,556.18,180,73.539,365.05,105.23
347.88,81.08,189.61,131.24,16.94,1125.69,824.56,28,49.676,332.26,97.35
169.02,44.75,146.93,219.42,18.75,1072.89,755.28,14,12.585,179.73,76.16
239.32,99.0,126.87,165.43,4.87,1041.31,711.99,14,34.349,220.68,52.9
432.86,106.25,130.33,163.48,14.99,1049.47,837.81,365,85.051,401.96,102.06
396.35,8.45,72.17,137.95,1.4,919.02,732.57,180,56.071,341.17,54.54
240.45,91.02,0.54,210.06,5.26,1104.29,870.7,14,12.694,219.18,48.39
160.01,129.87,133.97,165.96,23.4,840.12,799.29,14,24.704,185.22,92.16
138.77,95.47,75.92,128.75,2.69,1105.63,918.49,365,35.171,130.46,33.1
529.64,141.02,114.35,188.79,15.93,1138.76,842.31,14,68.537,487.84,117.83
433.45,16.23,64.83,209.31,19.58,961.12,742.04,90,56.723,402.19,104.7
539.86,25.68,47.36,185.4,26.43,940.49,579.27,180,70.823,503.91,134.54
433.17,215.82,66.62,164.63,18.57,903.13,551.94,1,42.64,414.35,116.19
470.03,86.09,70.62,155.61,1.97,1048.22,617.88,90,67.737,410.12,70.19
259.98,135.1,141.16,142.82,23.74,1118.5,568.58,3,34.513,271.25,105.66
413.81,103.95,67.57,123.95,0.2,841.23,634.59,90,59.26,360.68,60.14
154.38,188.7,190.33,227.63,14.47,1028.63,811.28,1,13.938,171.38,75.51
494.27,209.19,92.16,122.61,25.82,958.76,843.52,365,95.0,477.93,142.2
239.19,214.52,53.84,196.78,1.12,844.21,630.35,90,45.296,221.2,48.67
211.99,112.84,42.98,178.18,9.56,819.26,672.17,365,35.072,204.24,58.95
243.07,27.29,43.66,139.32,2.34,852.72,935.86,90,25.505,213.14,38.68
415.62,92.82,59.39,191.71,14.98,840.34,904.22,28,56.626,384.93,96.2
222.48,45.29,123.82,143.91,10.59,868.41,927.54,3,19.624,211.7,61.3
221.78,49.86,132.83,186.12,14.35,860.76,608.16,1,18.9,217.62,71.29
255.47,182.42,79.26,135.0,13.63,872.96,822.72,56,39.91,253.32,80.68
375.04,143.67,118.87,147.8,17.26,1100.86,580.77,28,61.868,358.83,102.96
175.44,10.79,155.24,188.63,10.09,1138.03,716.12,90,16.035,169.13,53.24
426.13,85.52,116.39,174.73,13.98,1033.7,560.87,365,82.131,392.9,96.74
448.82,30.77,80.12,221.52,11.01,1047.59,670.02,3,37.36,402.87,86.74
372.36,139.19,12.81,215.63,25.09,1014.96,560.73,56,44.801,366.66,117.68
483.59,203.89,67.1,226.42,23.14,894.19,851.54,28,75.946,463.69,132.83
125.47,69.22,39.85,130.93,25.76,929.03,680.67,1,6.175,153.5,85.89
337.1,162.01,107.37,125.52,23.46,929.43,745.43,3,41.912,337.56,114.73
473.47,202.82,29.69,186.02,11.68,895.74,709.45,180,83.362,435.93,101.4
298.98,212.8,95.36,165.86,9.25,947.96,897.61,1,30.844,285.73,77.71
465.77,78.7,46.51,178.6,28.92,951.26,906.48,365,77.033,448.62,135.57
169.39,111.48,134.95,198.48,27.48,846.87,781.13,365,36.422,198.46,102.24
529.46,135.79,143.95,137.67,1.22,1065.97,657.46,7,59.045,464.39,81.86
388.42,49.14,146.89,225.74,24.43,930.59,767.99,3,30.616,375.61,116.99
395.99,64.84,11.82,150.77,6.59,845.64,883.29,180,56.905,351.91,69.0
454.46,114.29,18.72,138.28,1.65,1129.08,816.71,3,42.469,397.3,67.4
297.47,123.49,177.25,159.01,9.6,1062.56,728.87,180,64.925,280.4,75.44
274.47,21.11,92.02,218.96,11.12,893.88,758.62,56,26.457,254.41,65.9
140.82,192.93,64.06,210.43,5.0,890.11,871.58,3,17.912,142.47,45.45
262.93,39.75,151.35,133.08,7.09,1029.59,591.25,90,41.062,240.64,58.11
348.1,196.52,89.0,165.5,21.2,896.6,565.9,7,45.145,345.34,112.09
176.72,81.31,60.42,200.17,15.18,1111.43,792.32,365,19.748,181.41,67.27
472.01,12.22,64.84,158.45,24.58,1037.64,934.51,7,48.086,442.69,121.53
452.07,128.15,185.52,171.82,29.57,1041.25,828.65,365,95.0,444.25,144.56
341.61,67.67,104.59,173.93,1.02,972.66,911.7,14,40.537,298.83,52.46
210.78,75.75,197.71,172.85,9.94,971.31,735.95,3,24.552,204.32,63.35
144.42,43.91,179.57,209.46,27.24,845.69,552.51,56,17.759,173.01,95.69
420.3,79.55,170.66,181.47,1.2,871.79,881.7,180,70.397,368.15,65.82
465.81,111.7,187.17,216.55,5.27,1131.74,625.61,90,79.745,415.94,84.38
311.15,80.55,3.58,164.88,0.2,883.61,554.56,90,32.451,270.51,43.63
226.74,84.89,186.15,206.05,21.45,875.49,755.97,7,29.319,236.71,94.22
227.39,52.08,15.23,156.24,10.99,897.09,818.36,1,5.693,214.82,59.02
253.17,203.67,19.87,120.72,9.98,844.21,841.81,180,48.322,245.81,70.38
522.16,28.91,123.78,233.27,23.31,1111.77,850.61,56,65.544,485.63,127.91
525.38,147.37,21.98,150.76,13.1,886.31,565.24,3,61.26,478.29,107.0
346.59,55.86,25.5,194.47,6.68,806.19,903.75,180,41.753,309.72,63.23
296.47,215.68,96.23,193.68,28.08,1040.57,673.08,7,40.821,313.94,124.71
388.97,77.51,52.35,183.82,14.73,1070.5,596.88,365,57.079,360.67,91.03
138.97,30.9,186.08,219.53,29.21,1078.34,758.39,14,13.16,170.75,99.32
203.81,194.96,73.16,208.73,13.0,1009.32,577.99,3,26.349,209.15,73.54
135.53,8.14,80.85,126.41,23.66,828.87,793.09,56,11.624,155.24,79.22
355.6,26.81,176.38,154.68,6.58,1035.22,857.51,3,28.977,318.19,68.05
128.84,51.79,112.5,184.37,3.62,800.13,709.49,28,8.854,121.18,32.64
309.97,187.8,24.81,123.21,5.79,1131.17,550.39,7,44.191,286.38,65.8
457.48,82.64,178.63,178.13,1.81,1088.95,766.34,1,38.256,401.11,72.35
507.72,136.0,136.47,134.32,12.34,956.62,889.12,90,91.106,463.55,106.76
283.86,148.88,58.14,137.02,22.74,833.65,701.9,365,63.117,289.25,103.66
249.52,135.98,119.81,228.92,1.98,867.05,777.51,180,42.153,227.18,49.21
218.75,146.86,100.43,201.56,16.53,965.58,588.1,28,33.706,224.67,81.87
149.59,97.79,27.14,182.95,19.58,833.44,745.64,90,3.0,165.86,74.82
423.86,160.23,96.26,196.23,26.54,1127.05,784.8,365,81.83,415.89,132.29
458.8,160.94,7.82,164.42,2.59,1096.34,870.63,7,43.61,405.55,73.12
423.02,149.1,35.34,199.6,11.98,853.43,672.29,56,54.791,389.87,92.56
144.8,38.79,28.03,207.83,11.21,883.36,562.73,90,3.0,144.29,49.23
182.64,171.43,3.31,209.19,13.58,851.02,563.1,28,17.686,189.04,68.01
394.19,44.98,18.96,203.65,6.81,1030.3,687.82,28,42.882,349.49,68.24
352.54,17.44,119.95,225.56,18.69,1048.63,906.35,56,40.282,333.18,95.05
363.98,62.92,194.9,172.89,24.27,920.74,814.12,90,69.419,356.52,116.56
202.15,72.78,134.16,189.2,7.01,1016.38,926.96,28,19.565,190.83,52.25
397.4,14.81,163.62,232.21,9.41,1145.22,939.27,365,66.572,357.16,78.79
294.99,186.35,131.66,163.77,13.41,835.8,653.02,28,51.391,287.88,87.24
140.02,43.1,27.99,166.78,22.22,1143.59,632.18,3,3.0,158.15,76.49
507.43,25.29,119.11,205.7,20.02,832.13,648.29,90,69.741,467.5,117.47
200.3,15.75,31.05,200.72,21.45,1059.81,648.9,180,9.01,206.3,80.0
372.07,64.52,175.52,230.29,23.94,964.18,933.61,28,50.187,362.59,116.03
356.37,206.14,126.63,180.49,5.78,1094.52,743.55,365,85.845,329.13,76.72
408.86,151.19,35.55,205.0,27.81,1116.34,616.92,14,47.895,403.32,130.59
449.33,207.83,70.71,156.95,0.52,1148.6,881.89,90,69.853,398.73,72.6
122.89,84.91,83.9,151.49,15.34,903.06,908.0,90,14.202,136.62,62.4
367.95,214.33,122.54,122.7,10.74,911.03,619.07,56,76.838,347.4,90.91
460.33,178.25,162.58,134.46,21.15,908.72,834.73,3,58.529,440.86,127.1
199.05,192.55,117.05,157.92,21.85,1142.87,904.83,14,38.838,219.97,96.67
523.71,177.62,195.66,192.52,29.35,854.97,852.23,3,60.032,508.45,156.47
172.84,46.45,132.06,124.15,15.49,1084.72,572.8,3,16.697,177.59,68.0
503.19,35.44,59.5,233.23,11.97,1084.94,846.74,180,68.176,450.55,95.18
486.16,42.2,32.2,161.33,17.71,987.77,686.38,90,70.811,445.17,106.86
187.71,39.87,151.92,232.46,29.03,1141.2,874.01,3,6.626,211.82,103.96
411.09,88.87,70.73,198.62,7.5,989.85,941.49,14,43.079,369.06,77.12
511.35,217.33,56.15,147.05,12.86,1011.42,634.15,14,73.149,471.56,110.97
464.39,147.57,92.43,164.75,14.31,872.96,600.98,14,60.904,429.8,105.52
345.77,66.99,107.61,180.27,9.51,859.53,776.98,14,41.518,315.95,74.25
386.18,186.61,164.57,211.44,8.49,988.65,749.59,3,49.922,358.2,87.22
330.06,189.84,37.89,215.18,9.12,1136.52,677.6,7,34.401,309.19,77.22
363.81,188.24,17.7,198.53,2.18,877.85,714.87,180,58.485,326.27,63.0
223.09,123.17,29.51,165.73,28.65,886.73,665.34,365,42.549,244.68,108.19
181.53,6.66,50.18,220.66,0.76,1108.15,854.86,365,3.0,156.99,26.16
265.12,155.41,62.12,127.47,4.93,827.07,598.87,28,40.462,245.36,57.49
131.69,111.91,87.15,156.21,25.9,832.71,749.34,7,8.549,162.96,91.88
445.32,59.76,113.02,187.44,11.33,816.92,795.46,1,35.603,403.09,90.46
390.44,161.73,77.86,162.55,5.41,1006.79,693.81,56,59.01,353.41,74.81
186.25,10.1,64.12,143.85,19.54,959.26,812.95,28,12.348,191.56,74.47
475.86,172.99,99.51,171.91,10.06,1134.62,822.12,365,95.0,434.68,98.34
196.49,57.49,161.77,177.13,12.95,889.09,590.63,56,24.324,195.0,66.45
213.05,78.83,102.23,140.66,10.46,1116.13,678.19,56,34.732,205.39,61.33
160.2,47.51,50.6,174.54,18.38,801.18,833.76,7,3.0,169.92,70.53
370.91,22.64,65.77,206.61,13.38,1015.76,872.23,14,30.718,339.58,82.17
511.09,217.92,198.66,189.17,28.47,878.62,574.1,3,58.339,499.21,155.71
469.71,66.93,79.1,211.54,22.38,888.92,917.79,28,61.522,441.34,120.17
522.94,215.61,34.09,218.29,11.49,954.32,912.49,180,95.0,478.66,107.95
170.33,140.59,43.3,197.67,18.25,1035.86,821.57,56,23.353,184.69,77.64
508.92,82.63,27.22,176.25,6.34,800.94,595.23,365,80.612,449.05,83.78
178.31,208.33,155.99,212.29,13.22,1068.61,901.11,7,29.726,190.42,75.27
319.47,79.35,56.57,136.06,27.39,1142.23,879.42,365,53.036,322.06,114.63
183.34,22.67,171.92,226.83,6.91,964.89,756.56,365,29.259,171.92,47.74
381.18,170.63,113.5,221.23,1.95,1026.6,803.57,1,33.259,341.34,67.11
409.73,162.65,73.1,219.47,16.0,1116.09,826.98,365,84.898,386.72,103.49
272.11,213.8,29.61,231.94,15.63,850.82,683.97,14,31.555,271.86,87.88
165.63,206.81,5.94,189.28,12.56,940.74,751.88,14,29.445,175.47,65.98
390.17,128.5,161.37,222.51,7.08,856.61,900.52,365,79.245,355.19,79.96
277.69,133.25,21.23,201.48,3.17,972.44,786.45,7,22.164,250.86,51.42
442.16,174.56,31.97,148.31,21.47,1114.81,696.0,7,58.958,423.05,120.24
381.99,216.77,75.08,159.7,23.6,1058.57,863.31,14,65.22,379.12,123.01
280.23,194.51,57.63,194.31,17.71,1113.56,897.43,7,36.238,281.3,93.83
248.97,121.37,89.18,199.64,26.18,882.59,689.35,90,45.871,263.79,107.39
412.79,47.18,146.69,194.88,16.92,1141.39,649.61,14,49.008,384.17,100.99
159.53,9.55,60.74,183.85,21.0,1001.58,621.27,3,3.0,171.09,74.74
497.23,100.37,157.75,149.78,4.65,1145.64,602.85,7,57.131,440.26,84.62
169.74,169.15,16.24,162.75,7.72,962.19,635.48,56,23.77,168.8,52.16
420.03,2.78,169.24,162.83,14.83,931.48,673.37,7,58.16,384.34,94.46
139.07,24.42,179.0,194.13,0.55,904.05,863.49,14,8.676,124.39,26.94
124.93,157.96,198.55,164.1,5.82,1001.62,840.74,3,21.554,130.53,48.55
498.47,158.66,129.83,189.42,14.86,1116.11,730.39,14,68.721,461.18,113.27
135.06,87.18,82.89,176.02,21.44,993.77,750.93,3,3.302,156.87,79.23
525.81,22.72,16.42,138.55,11.97,1071.92,690.48,365,67.715,468.01,95.27
459.5,149.14,20.28,187.1,3.49,835.32,650.95,56,58.193,407.0,75.1
477.57,62.74,193.02,153.1,24.87,1043.39,884.91,14,69.64,453.98,131.59
381.95,24.26,112.02,208.49,15.57,922.42,701.18,56,49.502,353.5,90.93
432.95,154.51,37.73,124.52,1.74,975.12,724.93,14,54.793,382.36,68.62
189.28,208.18,182.14,143.4,12.14,982.27,902.89,7,42.308,198.53,74.92
149.12,208.04,84.59,156.18,4.68,947.75,945.39,56,34.626,150.49,47.53
313.21,27.94,28.57,238.65,29.21,1036.85,688.25,1,13.301,315.48,113.7
264.46,117.79,150.55,187.94,1.22,887.93,717.6,28,40.989,238.0,49.04
146.25,93.27,73.28,174.07,21.46,956.66,650.85,180,15.414,166.64,80.66
246.41,199.16,8.81,202.45,19.41,909.8,921.34,28,33.465,254.63,92.4
291.35,64.05,198.79,226.37,17.92,1077.98,839.77,14,33.551,284.78,92.2
343.03,37.54,165.64,131.18,20.97,873.03,670.17,3,38.664,331.07,102.85
509.47,164.54,163.28,161.58,19.11,834.16,657.63,56,84.474,478.4,126.95
526.38,28.1,9.12,122.97,22.12,1001.29,661.03,7,49.298,484.96,120.79
225.74,47.02,185.94,154.89,5.82,916.91,612.32,180,39.69,208.2,52.37
243.11,174.96,110.96,227.08,0.97,806.31,703.13,180,51.181,222.65,48.27
295.88,94.46,94.71,216.9,13.76,1068.14,679.14,90,36.429,282.02,80.31
182.01,167.64,30.02,174.68,26.14,1022.75,773.24,28,28.822,208.86,100.12
501.36,158.17,174.44,193.15,15.58,849.32,890.07,90,93.2,465.64,117.15
516.92,150.73,95.79,168.2,6.25,856.86,860.07,56,75.691,461.85,92.05
165.08,78.15,107.79,171.95,15.66,963.38,930.95,28,19.621,173.0,68.73
436.24,22.11,83.73,135.98,24.48,1067.95,645.27,56,70.921,413.19,118.45
271.21,172.95,104.06,203.89,7.62,814.63,765.33,14,36.83,256.91,67.87
459.29,37.2,94.4,168.68,14.94,882.38,772.71,180,73.407,418.79,98.85
428.15,41.23,177.06,174.57,27.67,1075.3,643.5,3,51.533,414.62,130.52
350.25,44.4,194.73,154.47,17.64,863.28,810.64,1,32.934,332.94,97.03
448.24,173.95,112.65,159.67,4.41,1023.05,765.53,28,69.832,402.49,81.5
282.06,36.22,94.52,217.4,9.85,841.51,820.34,3,18.395,259.93,64.79
330.78,106.01,55.58,120.46,10.41,841.08,777.15,14,50.274,306.36,75.37
383.71,94.99,73.76,200.6,17.53,876.04,883.19,28,38.1,362.34,99.48
493.02,25.34,147.52,231.36,22.88,951.35,885.77,1,39.51,460.4,124.04
371.0,103.87,42.31,155.58,27.78,937.37,641.36,180,59.41,367.92,122.94
170.76,212.12,108.89,198.95,24.33,1112.2,701.3,7,23.699,201.1,100.53
306.28,162.67,180.12,214.71,12.38,937.51,654.24,365,72.539,295.14,86.3
280.42,35.7,156.72,218.84,16.64,825.25,934.25,28,32.722,270.61,84.01
145.99,115.45,27.93,146.57,2.3,1135.54,874.28,28,12.01,136.4,32.46
330.47,105.35,110.25,188.01,21.95,1063.03,706.35,90,47.658,325.6,106.32
364.49,110.4,192.49,121.52,8.23,1035.95,891.04,14,62.98,334.56,79.74
483.93,28.15,61.21,207.24,27.15,991.75,632.31,1,40.977,457.98,130.37
221.63,140.22,170.69,137.97,16.4,1120.63,902.71,180,54.154,227.86,84.25
363.95,151.51,152.03,155.75,7.23,828.77,593.25,14,50.912,334.58,78.45
357.96,146.04,2.28,139.61,23.07,851.58,840.51,7,38.691,351.44,110.93
318.33,4.16,84.76,125.42,26.3,1135.86,590.03,180,44.318,314.65,107.64
252.94,96.89,76.85,128.91,24.01,977.66,679.61,28,39.0,261.73,100.23
417.47,37.65,146.94,196.28,14.59,866.29,643.65,56,64.635,383.76,95.08
248.74,55.34,134.28,189.48,7.4,1092.2,680.13,90,31.822,229.83,57.6
325.76,141.15,54.26,147.37,22.28,853.68,617.94,3,38.338,323.52,106.85
394.79,127.28,71.63,170.49,23.41,1087.46,938.93,365,80.465,383.36,117.67
429.59,164.87,74.37,172.05,13.72,1051.01,582.77,28,62.892,400.13,100.36
219.97,217.33,85.25,192.82,9.91,880.48,734.28,28,40.847,219.75,69.8
379.73,184.24,61.01,214.69,2.19,962.51,683.56,90,58.258,340.4,66.38
531.86,90.29,177.34,133.34,2.93,1004.02,875.76,90,84.689,466.63,84.56
318.62,3.53,189.0,219.34,29.41,932.71,610.72,365,61.697,321.91,119.56
242.69,177.32,179.22,239.8,17.57,818.76,912.65,3,32.252,250.39,92.62
478.79,206.23,73.96,159.57,12.58,856.18,557.28,7,55.278,443.02,106.3
186.35,52.68,125.33,121.75,18.13,1061.34,707.16,14,29.95,193.59,76.38
370.23,69.92,145.52,127.04,18.66,864.74,714.88,90,67.172,352.37,101.8
203.27,71.47,189.2,161.45,12.66,1101.65,610.96,365,45.819,201.83,68.63
309.13,182.67,162.63,136.14,21.35,802.0,721.99,1,34.949,312.96,109.76
206.38,92.42,5.99,161.19,0.58,899.53,796.02,28,10.566,182.94,32.92
264.74,161.3,124.96,181.85,1.26,994.99,792.09,90,46.864,240.83,51.2
279.54,17.85,97.78,210.73,27.25,843.94,673.41,1,12.236,284.41,106.82
188.7,61.19,61.99,164.37,14.65,909.99,678.14,3,13.621,189.37,66.04
