cell_id,cell_type,ambient_temp_c,charge_rate_c,discharge_rate_c,depth_of_discharge,cycle_index,capacity_ah,capacity_percent
B075,NCA_graphite,34.09,0.682,2.318,0.696,290,1.7029,84.582
B075,NCA_graphite,34.09,0.682,2.318,0.696,300,1.665,82.702
B075,NCA_graphite,34.09,0.682,2.318,0.696,310,1.654,82.156
B075,NCA_graphite,34.09,0.682,2.318,0.696,320,1.6488,81.895
B075,NCA_graphite,34.09,0.682,2.318,0.696,330,1.6467,81.793
B075,NCA_graphite,34.09,0.682,2.318,0.696,340,1.6323,81.077
B075,NCA_graphite,34.09,0.682,2.318,0.696,350,1.6133,80.133
B075,NCA_graphite,34.09,0.682,2.318,0.696,360,1.6091,79.925
B075,NCA_graphite,34.09,0.682,2.318,0.696,370,1.5999,79.469
B075,NCA_graphite,34.09,0.682,2.318,0.696,380,1.5639,77.68
B075,NCA_graphite,34.09,0.682,2.318,0.696,390,1.5625,77.61
B075,NCA_graphite,34.09,0.682,2.318,0.696,400,1.5465,76.815
B075,NCA_graphite,34.09,0.682,2.318,0.696,410,1.5195,75.475
B075,NCA_graphite,34.09,0.682,2.318,0.696,420,1.5167,75.334
B075,NCA_graphite,34.09,0.682,2.318,0.696,430,1.4957,74.294
B075,NCA_graphite,34.09,0.682,2.318,0.696,440,1.4914,74.08
B075,NCA_graphite,34.09,0.682,2.318,0.696,450,1.4584,72.441
B075,NCA_graphite,34.09,0.682,2.318,0.696,460,1.4533,72.184
B075,NCA_graphite,34.09,0.682,2.318,0.696,470,1.4616,72.6
B075,NCA_graphite,34.09,0.682,2.318,0.696,480,1.4171,70.388
B075,NCA_graphite,34.09,0.682,2.318,0.696,490,1.4235,70.704
B075,NCA_graphite,34.09,0.682,2.318,0.696,500,1.4028,69.679
B075,NCA_graphite,34.09,0.682,2.318,0.696,510,1.3806,68.575
B075,NCA_graphite,34.09,0.682,2.318,0.696,520,1.365,67.801
B075,NCA_graphite,34.09,0.682,2.318,0.696,530,1.3587,67.489
B075,NCA_graphite,34.09,0.682,2.318,0.696,540,1.3462,66.866
B075,NCA_graphite,34.09,0.682,2.318,0.696,550,1.3318,66.151
B075,NCA_graphite,34.09,0.682,2.318,0.696,560,1.3122,65.176
B075,NCA_graphite,34.09,0.682,2.318,0.696,570,1.3016,64.651
B075,NCA_graphite,34.09,0.682,2.318,0.696,580,1.2678,62.972
B075,NCA_graphite,34.09,0.682,2.318,0.696,590,1.2835,63.753
B075,NCA_graphite,34.09,0.682,2.318,0.696,600,1.2678,62.975
B075,NCA_graphite,34.09,0.682,2.318,0.696,610,1.2415,61.667
B075,NCA_graphite,34.09,0.682,2.318,0.696,620,1.2219,60.691
B075,NCA_graphite,34.09,0.682,2.318,0.696,630,1.2211,60.651
B075,NCA_graphite,34.09,0.682,2.318,0.696,640,1.192,59.209
B075,NCA_graphite,34.09,0.682,2.318,0.696,650,1.1854,58.879
B075,NCA_graphite,34.09,0.682,2.318,0.696,660,1.169,58.066
B075,NCA_graphite,34.09,0.682,2.318,0.696,670,1.1346,56.356
B075,NCA_graphite,34.09,0.682,2.318,0.696,680,1.1192,55.592
B075,NCA_graphite,34.09,0.682,2.318,0.696,690,1.126,55.93
B075,NCA_graphite,34.09,0.682,2.318,0.696,700,1.1091,55.089
B075,NCA_graphite,34.09,0.682,2.318,0.696,710,1.0745,53.372
B075,NCA_graphite,34.09,0.682,2.318,0.696,720,1.0686,53.079
B075,NCA_graphite,34.09,0.682,2.318,0.696,730,1.0479,52.05
B075,NCA_graphite,34.09,0.682,2.318,0.696,740,1.0426,51.789
B075,NCA_graphite,34.09,0.682,2.318,0.696,750,1.0177,50.552
B075,NCA_graphite,34.09,0.682,2.318,0.696,760,1.0082,50.079
B075,NCA_graphite,34.09,0.682,2.318,0.696,770,0.9884,49.096
B075,NCA_graphite,34.09,0.682,2.318,0.696,780,0.9742,48.387
B075,NCA_graphite,34.09,0.682,2.318,0.696,790,0.9613,47.746
B075,NCA_graphite,34.09,0.682,2.318,0.696,800,0.9539,47.379
B075,NCA_graphite,34.09,0.682,2.318,0.696,810,0.937,46.541
B075,NCA_graphite,34.09,0.682,2.318,0.696,820,0.9229,45.842
B075,NCA_graphite,34.09,0.682,2.318,0.696,830,0.9179,45.594
B075,NCA_graphite,34.09,0.682,2.318,0.696,840,0.867,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,850,0.8559,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,860,0.8735,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,870,0.8434,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,880,0.8222,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,890,0.8058,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,900,0.8112,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,910,0.787,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,920,0.7595,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,930,0.7496,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,940,0.7206,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,950,0.7242,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,960,0.6884,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,970,0.6973,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,980,0.6818,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,990,0.6433,45.0
B075,NCA_graphite,34.09,0.682,2.318,0.696,1000,0.6174,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,0,2.0423,100.611
B076,NCA_graphite,46.11,1.468,0.967,0.852,10,2.0095,98.997
B076,NCA_graphite,46.11,1.468,0.967,0.852,20,1.9969,98.372
B076,NCA_graphite,46.11,1.468,0.967,0.852,30,1.9723,97.161
B076,NCA_graphite,46.11,1.468,0.967,0.852,40,1.9494,96.036
B076,NCA_graphite,46.11,1.468,0.967,0.852,50,1.9281,94.984
B076,NCA_graphite,46.11,1.468,0.967,0.852,60,1.9046,93.828
B076,NCA_graphite,46.11,1.468,0.967,0.852,70,1.8789,92.561
B076,NCA_graphite,46.11,1.468,0.967,0.852,80,1.853,91.284
B076,NCA_graphite,46.11,1.468,0.967,0.852,90,1.8156,89.441
B076,NCA_graphite,46.11,1.468,0.967,0.852,100,1.7945,88.401
B076,NCA_graphite,46.11,1.468,0.967,0.852,110,1.7584,86.624
B076,NCA_graphite,46.11,1.468,0.967,0.852,120,1.7361,85.527
B076,NCA_graphite,46.11,1.468,0.967,0.852,130,1.692,83.354
B076,NCA_graphite,46.11,1.468,0.967,0.852,140,1.6703,82.284
B076,NCA_graphite,46.11,1.468,0.967,0.852,150,1.6362,80.604
B076,NCA_graphite,46.11,1.468,0.967,0.852,160,1.6015,78.896
B076,NCA_graphite,46.11,1.468,0.967,0.852,170,1.5755,77.613
B076,NCA_graphite,46.11,1.468,0.967,0.852,180,1.5405,75.892
B076,NCA_graphite,46.11,1.468,0.967,0.852,190,1.4998,73.884
B076,NCA_graphite,46.11,1.468,0.967,0.852,200,1.4789,72.856
B076,NCA_graphite,46.11,1.468,0.967,0.852,210,1.4415,71.011
B076,NCA_graphite,46.11,1.468,0.967,0.852,220,1.4085,69.389
B076,NCA_graphite,46.11,1.468,0.967,0.852,230,1.391,68.524
B076,NCA_graphite,46.11,1.468,0.967,0.852,240,1.3405,66.036
B076,NCA_graphite,46.11,1.468,0.967,0.852,250,1.3092,64.495
B076,NCA_graphite,46.11,1.468,0.967,0.852,260,1.2626,62.201
B076,NCA_graphite,46.11,1.468,0.967,0.852,270,1.2255,60.374
B076,NCA_graphite,46.11,1.468,0.967,0.852,280,1.2062,59.42
B076,NCA_graphite,46.11,1.468,0.967,0.852,290,1.1546,56.879
B076,NCA_graphite,46.11,1.468,0.967,0.852,300,1.1216,55.254
B076,NCA_graphite,46.11,1.468,0.967,0.852,310,1.0948,53.932
B076,NCA_graphite,46.11,1.468,0.967,0.852,320,1.0613,52.285
B076,NCA_graphite,46.11,1.468,0.967,0.852,330,1.0126,49.883
B076,NCA_graphite,46.11,1.468,0.967,0.852,340,0.9752,48.04
B076,NCA_graphite,46.11,1.468,0.967,0.852,350,0.9466,46.631
B076,NCA_graphite,46.11,1.468,0.967,0.852,360,0.9087,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,370,0.8615,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,380,0.8281,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,390,0.7904,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,400,0.7461,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,410,0.7238,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,420,0.6809,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,430,0.6287,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,440,0.6017,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,450,0.558,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,460,0.5192,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,470,0.4701,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,480,0.4399,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,490,0.4008,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,500,0.3586,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,510,0.3264,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,520,0.2839,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,530,0.2548,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,540,0.1866,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,550,0.1779,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,560,0.1179,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,570,0.0736,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,580,0.0362,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,590,0.0073,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,600,-0.0434,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,610,-0.0964,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,620,-0.1181,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,630,-0.1607,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,640,-0.2048,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,650,-0.2615,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,660,-0.2935,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,670,-0.3302,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,680,-0.3822,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,690,-0.4211,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,700,-0.4715,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,710,-0.5215,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,720,-0.5414,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,730,-0.6064,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,740,-0.6398,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,750,-0.6821,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,760,-0.7309,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,770,-0.7585,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,780,-0.8048,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,790,-0.8389,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,800,-0.9046,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,810,-0.9377,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,820,-0.9873,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,830,-1.0407,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,840,-1.0686,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,850,-1.1113,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,860,-1.1698,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,870,-1.2107,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,880,-1.2513,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,890,-1.3124,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,900,-1.3502,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,910,-1.3816,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,920,-1.4363,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,930,-1.468,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,940,-1.5243,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,950,-1.5586,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,960,-1.6056,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,970,-1.6514,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,980,-1.6967,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,990,-1.7251,45.0
B076,NCA_graphite,46.11,1.468,0.967,0.852,1000,-1.8033,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,0,2.0149,100.371
B077,NMC_graphite,14.21,1.951,1.42,0.881,10,1.9903,99.147
B077,NMC_graphite,14.21,1.951,1.42,0.881,20,1.9961,99.436
B077,NMC_graphite,14.21,1.951,1.42,0.881,30,1.9749,98.379
B077,NMC_graphite,14.21,1.951,1.42,0.881,40,1.9614,97.705
B077,NMC_graphite,14.21,1.951,1.42,0.881,50,1.9551,97.395
B077,NMC_graphite,14.21,1.951,1.42,0.881,60,1.926,95.942
B077,NMC_graphite,14.21,1.951,1.42,0.881,70,1.9197,95.629
B077,NMC_graphite,14.21,1.951,1.42,0.881,80,1.9052,94.908
B077,NMC_graphite,14.21,1.951,1.42,0.881,90,1.8704,93.174
B077,NMC_graphite,14.21,1.951,1.42,0.881,100,1.8514,92.225
B077,NMC_graphite,14.21,1.951,1.42,0.881,110,1.8366,91.491
B077,NMC_graphite,14.21,1.951,1.42,0.881,120,1.8174,90.532
B077,NMC_graphite,14.21,1.951,1.42,0.881,130,1.7797,88.656
B077,NMC_graphite,14.21,1.951,1.42,0.881,140,1.7402,86.689
B077,NMC_graphite,14.21,1.951,1.42,0.881,150,1.7283,86.092
B077,NMC_graphite,14.21,1.951,1.42,0.881,160,1.7128,85.321
B077,NMC_graphite,14.21,1.951,1.42,0.881,170,1.6927,84.32
B077,NMC_graphite,14.21,1.951,1.42,0.881,180,1.6393,81.664
B077,NMC_graphite,14.21,1.951,1.42,0.881,190,1.6177,80.587
B077,NMC_graphite,14.21,1.951,1.42,0.881,200,1.5948,79.445
B077,NMC_graphite,14.21,1.951,1.42,0.881,210,1.5687,78.142
B077,NMC_graphite,14.21,1.951,1.42,0.881,220,1.5433,76.879
B077,NMC_graphite,14.21,1.951,1.42,0.881,230,1.4997,74.708
B077,NMC_graphite,14.21,1.951,1.42,0.881,240,1.4751,73.481
B077,NMC_graphite,14.21,1.951,1.42,0.881,250,1.4251,70.991
B077,NMC_graphite,14.21,1.951,1.42,0.881,260,1.4036,69.918
B077,NMC_graphite,14.21,1.951,1.42,0.881,270,1.3811,68.797
B077,NMC_graphite,14.21,1.951,1.42,0.881,280,1.3503,67.265
B077,NMC_graphite,14.21,1.951,1.42,0.881,290,1.2951,64.515
B077,NMC_graphite,14.21,1.951,1.42,0.881,300,1.2596,62.748
B077,NMC_graphite,14.21,1.951,1.42,0.881,310,1.2406,61.799
B077,NMC_graphite,14.21,1.951,1.42,0.881,320,1.2178,60.665
B077,NMC_graphite,14.21,1.951,1.42,0.881,330,1.1722,58.392
B077,NMC_graphite,14.21,1.951,1.42,0.881,340,1.1367,56.625
B077,NMC_graphite,14.21,1.951,1.42,0.881,350,1.1003,54.81
B077,NMC_graphite,14.21,1.951,1.42,0.881,360,1.0471,52.159
B077,NMC_graphite,14.21,1.951,1.42,0.881,370,1.0199,50.806
B077,NMC_graphite,14.21,1.951,1.42,0.881,380,0.9731,48.473
B077,NMC_graphite,14.21,1.951,1.42,0.881,390,0.9368,46.667
B077,NMC_graphite,14.21,1.951,1.42,0.881,400,0.9025,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,410,0.8663,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,420,0.8314,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,430,0.7895,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,440,0.7481,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,450,0.7161,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,460,0.6631,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,470,0.6201,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,480,0.5824,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,490,0.5549,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,500,0.4951,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,510,0.4649,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,520,0.408,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,530,0.3657,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,540,0.3158,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,550,0.2868,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,560,0.2317,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,570,0.1843,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,580,0.14,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,590,0.0982,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,600,0.0438,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,610,-0.0073,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,620,-0.0459,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,630,-0.0784,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,640,-0.1387,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,650,-0.1739,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,660,-0.2284,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,670,-0.2812,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,680,-0.3368,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,690,-0.3741,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,700,-0.4309,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,710,-0.4723,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,720,-0.524,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,730,-0.5725,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,740,-0.6208,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,750,-0.6871,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,760,-0.725,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,770,-0.7817,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,780,-0.8212,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,790,-0.8909,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,800,-0.9077,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,810,-0.9987,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,820,-1.0344,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,830,-1.0985,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,840,-1.1306,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,850,-1.1973,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,860,-1.265,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,870,-1.3039,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,880,-1.3441,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,890,-1.405,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,900,-1.46,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,910,-1.5158,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,920,-1.5608,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,930,-1.6189,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,940,-1.6892,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,950,-1.7333,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,960,-1.7787,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,970,-1.834,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,980,-1.9,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,990,-1.9605,45.0
B077,NMC_graphite,14.21,1.951,1.42,0.881,1000,-2.0191,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,0,1.9785,100.102
B078,NCA_graphite,33.94,1.431,2.917,0.986,10,1.9609,99.212
B078,NCA_graphite,33.94,1.431,2.917,0.986,20,1.9207,97.175
B078,NCA_graphite,33.94,1.431,2.917,0.986,30,1.858,94.003
B078,NCA_graphite,33.94,1.431,2.917,0.986,40,1.8254,92.354
B078,NCA_graphite,33.94,1.431,2.917,0.986,50,1.7704,89.573
B078,NCA_graphite,33.94,1.431,2.917,0.986,60,1.708,86.413
B078,NCA_graphite,33.94,1.431,2.917,0.986,70,1.6722,84.604
B078,NCA_graphite,33.94,1.431,2.917,0.986,80,1.6065,81.281
B078,NCA_graphite,33.94,1.431,2.917,0.986,90,1.5375,77.789
B078,NCA_graphite,33.94,1.431,2.917,0.986,100,1.4807,74.917
B078,NCA_graphite,33.94,1.431,2.917,0.986,110,1.4202,71.855
B078,NCA_graphite,33.94,1.431,2.917,0.986,120,1.3409,67.84
B078,NCA_graphite,33.94,1.431,2.917,0.986,130,1.2792,64.72
B078,NCA_graphite,33.94,1.431,2.917,0.986,140,1.1928,60.349
B078,NCA_graphite,33.94,1.431,2.917,0.986,150,1.1242,56.878
B078,NCA_graphite,33.94,1.431,2.917,0.986,160,1.0524,53.245
B078,NCA_graphite,33.94,1.431,2.917,0.986,170,0.971,49.129
B078,NCA_graphite,33.94,1.431,2.917,0.986,180,0.912,46.142
B078,NCA_graphite,33.94,1.431,2.917,0.986,190,0.8212,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,200,0.7398,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,210,0.6518,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,220,0.5804,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,230,0.4876,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,240,0.409,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,250,0.3365,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,260,0.2326,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,270,0.1469,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,280,0.0628,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,290,-0.0305,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,300,-0.117,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,310,-0.2158,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,320,-0.3118,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,330,-0.3989,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,340,-0.5024,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,350,-0.6092,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,360,-0.6994,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,370,-0.7854,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,380,-0.8813,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,390,-0.9839,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,400,-1.0875,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,410,-1.174,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,420,-1.2834,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,430,-1.3921,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,440,-1.4974,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,450,-1.5815,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,460,-1.692,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,470,-1.8196,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,480,-1.9045,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,490,-2.0083,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,500,-2.1338,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,510,-2.2509,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,520,-2.3505,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,530,-2.4575,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,540,-2.5569,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,550,-2.6617,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,560,-2.7859,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,570,-2.907,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,580,-3.0053,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,590,-3.1105,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,600,-3.2324,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,610,-3.3561,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,620,-3.4646,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,630,-3.5783,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,640,-3.6964,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,650,-3.8146,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,660,-3.946,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,670,-4.0528,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,680,-4.1574,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,690,-4.2837,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,700,-4.4104,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,710,-4.5139,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,720,-4.6475,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,730,-4.7822,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,740,-4.8966,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,750,-5.0221,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,760,-5.1439,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,770,-5.2539,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,780,-5.3653,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,790,-5.5115,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,800,-5.6161,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,810,-5.7644,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,820,-5.8699,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,830,-5.9914,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,840,-6.126,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,850,-6.2583,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,860,-6.3771,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,870,-6.5113,45.0
B078,NCA_graphite,33.94,1.431,2.917,0.986,880,-6.6462,45.0
