alloy_family,carbon_pct,chromium_pct,nickel_pct,austenitize_temp_c,tempering_temp_c,hold_time_h,cooling_rate_c_per_s,hardness_hv,charpy_j
low_alloy_steel,0.5181,1.1409,1.3983,917.47,559.06,3.201,90.6323,317.762,101.085
low_alloy_steel,0.4544,0.7614,0.0637,929.32,337.92,1.588,3.8095,255.944,112.011
low_alloy_steel,1.0288,0.1906,1.3203,890.09,339.2,0.534,27.4024,397.986,104.455
bearing_steel,0.518,0.5804,0.8436,969.2,493.49,2.51,10.2106,322.421,106.905
spring_steel,0.934,1.5636,1.4162,956.02,512.3,2.823,1.7994,408.248,87.315
low_alloy_steel,0.7026,1.1083,2.4334,923.12,330.57,0.732,0.1384,326.644,95.265
low_alloy_steel,0.2567,0.3444,1.7811,924.52,170.23,2.551,19.188,336.559,98.437
spring_steel,0.7121,1.1552,0.9286,822.03,175.21,2.122,0.2053,402.079,88.723
martensitic_stainless,0.8064,2.6294,1.0578,776.83,179.4,1.815,0.226,525.491,66.361
bearing_steel,0.8981,1.6871,1.3947,965.48,193.22,0.39,60.347,570.014,55.667
bearing_steel,0.4952,0.5629,1.6961,832.25,524.69,3.996,1.5574,289.485,125.475
low_alloy_steel,0.4349,0.1987,0.5315,810.21,324.78,1.632,22.4085,250.952,87.603
spring_steel,0.3599,1.1487,0.8095,819.88,186.34,3.224,6.1584,359.908,79.768
bearing_steel,0.6643,1.0957,1.2232,964.2,372.89,0.469,0.703,369.48,79.643
low_alloy_steel,0.224,0.2746,0.8851,883.42,524.06,2.011,42.5808,197.736,135.651
spring_steel,0.3886,1.1412,2.4127,923.53,642.08,3.355,0.2531,176.036,139.731
spring_steel,0.5431,1.5468,1.3533,793.21,327.81,2.48,0.1148,286.401,102.786
spring_steel,0.8803,0.5031,0.7426,935.96,567.99,1.106,0.9392,333.07,89.686
spring_steel,0.8005,0.9965,1.411,773.17,481.3,1.449,43.991,394.629,92.26
spring_steel,0.5471,1.5519,2.0783,773.66,558.01,3.26,4.1092,230.183,126.732
spring_steel,0.4176,0.4022,0.8272,814.02,232.14,3.865,17.422,398.485,103.01
low_alloy_steel,0.4958,1.8716,1.8483,761.2,322.45,2.029,0.6581,260.294,109.548
martensitic_stainless,0.3997,2.9334,0.2416,857.73,332.5,0.311,90.1402,502.42,75.657
low_alloy_steel,0.4108,1.6905,2.2767,907.99,352.54,1.514,7.1694,310.546,111.563
spring_steel,0.2284,1.0018,0.4038,935.58,429.5,3.824,6.7453,245.334,117.062
low_alloy_steel,0.9006,0.6883,0.5173,866.84,567.27,1.062,17.5649,319.742,121.177
low_alloy_steel,0.6181,1.8596,2.4274,958.04,224.65,1.648,0.1547,407.301,95.334
spring_steel,0.7845,1.3945,2.4874,924.38,197.92,0.595,2.3564,478.563,72.422
low_alloy_steel,0.2615,1.252,0.7018,876.47,579.75,2.08,0.3427,120.0,150.567
low_alloy_steel,0.6389,0.9366,0.0742,879.56,268.98,1.912,33.5706,407.772,73.351
spring_steel,0.6271,1.7716,1.0376,828.98,567.29,3.859,0.281,213.358,121.468
low_alloy_steel,0.6208,0.3033,0.6982,893.11,152.41,3.243,47.4802,429.63,76.854
bearing_steel,0.7034,1.4811,0.235,966.99,194.58,1.134,48.5909,586.412,51.404
martensitic_stainless,0.7926,3.0043,2.4477,796.42,573.64,2.343,19.2362,453.046,108.406
spring_steel,0.6756,0.5077,0.5149,827.77,644.48,3.057,0.145,212.235,115.593
martensitic_stainless,0.2825,3.6433,0.1222,888.74,535.11,1.285,1.0535,291.461,103.787
spring_steel,0.875,0.914,1.7079,841.96,530.07,1.65,124.1633,375.254,98.573
bearing_steel,0.7546,0.1701,2.2407,978.7,364.53,3.196,83.488,469.956,81.032
martensitic_stainless,0.6524,2.1631,1.4442,830.35,527.33,2.97,0.336,353.038,108.164
bearing_steel,0.2763,1.4768,0.6382,814.44,195.98,0.919,2.8578,363.813,89.283
spring_steel,0.6357,1.7249,1.8682,769.96,622.19,3.054,0.9814,209.539,130.719
low_alloy_steel,0.7601,0.7948,2.0345,955.43,509.2,1.339,0.2693,247.751,131.771
martensitic_stainless,0.2663,2.1677,2.2619,952.0,166.75,0.285,2.8123,491.37,82.143
spring_steel,1.0293,0.9527,0.4518,868.12,184.44,1.345,1.6156,487.65,61.371
martensitic_stainless,0.9124,3.3536,1.8372,762.55,550.52,2.807,79.4738,538.462,75.175
martensitic_stainless,1.0426,3.7347,0.8285,950.7,204.79,0.524,0.5607,624.943,41.808
spring_steel,0.5785,0.7767,1.7416,894.18,551.28,0.363,25.1293,287.571,118.94
low_alloy_steel,0.4472,0.5755,0.2885,849.05,370.19,3.058,1.175,217.321,103.68
low_alloy_steel,0.7409,0.4774,0.4607,779.91,509.17,3.026,0.4609,206.137,114.883
low_alloy_steel,0.151,1.6813,0.2795,881.21,252.38,2.302,0.946,258.333,105.045
martensitic_stainless,0.5858,2.5813,0.9993,855.05,233.7,3.967,0.6751,459.636,92.976
low_alloy_steel,0.2098,1.0955,0.0136,964.24,269.5,1.046,0.235,234.293,104.003
bearing_steel,0.361,0.5138,2.1944,966.21,420.07,1.291,36.4586,376.353,110.821
spring_steel,0.6113,1.9266,1.4177,822.17,592.48,2.886,3.5338,256.615,133.499
bearing_steel,0.3952,1.5956,1.7986,761.22,271.69,2.965,50.9317,434.974,99.293
martensitic_stainless,0.8194,2.3278,1.8881,776.45,316.71,0.769,1.2975,513.633,82.464
spring_steel,0.7053,1.8808,0.0742,966.77,474.49,3.78,0.4309,333.196,111.774
bearing_steel,0.1722,1.438,1.7108,961.78,215.33,3.1,2.6864,401.547,87.467
martensitic_stainless,0.8071,2.834,0.4163,787.08,171.94,1.312,7.7575,574.03,65.073
low_alloy_steel,0.5576,0.2255,0.6024,913.69,613.56,3.305,0.1906,160.923,136.758
bearing_steel,0.8408,1.8942,1.2771,816.47,154.56,2.637,1.7691,494.961,71.982
spring_steel,0.5746,1.3894,1.4772,761.23,193.87,0.504,9.1446,403.518,88.883
martensitic_stainless,0.1593,3.6492,1.6118,945.75,519.72,3.661,0.1435,316.858,111.581
bearing_steel,0.9722,0.4748,0.9951,852.37,297.26,2.684,133.9927,550.242,51.864
martensitic_stainless,0.9712,3.3992,0.6492,977.81,248.08,1.978,4.6456,627.555,42.363
spring_steel,1.0316,1.6763,0.6672,830.4,419.52,3.627,2.8048,410.788,94.502
low_alloy_steel,0.4747,0.6915,1.5736,861.62,375.63,2.903,0.1106,198.472,130.243
spring_steel,0.5267,1.4173,2.3788,853.71,553.83,2.399,35.03,314.698,115.04
spring_steel,0.1988,1.0556,0.9792,919.47,361.58,1.825,0.1094,212.969,127.713
martensitic_stainless,0.4467,3.1092,1.6798,936.1,482.94,2.124,0.2848,373.756,94.041
bearing_steel,0.7489,0.6346,1.9582,855.21,521.55,0.572,1.0127,326.735,115.535
low_alloy_steel,0.7638,0.2784,1.5377,971.23,514.05,1.836,22.7894,319.842,111.158
spring_steel,0.2162,1.7771,1.0121,960.33,405.59,2.317,28.0905,340.43,96.541
bearing_steel,0.828,1.2437,1.091,837.05,566.8,0.661,0.3569,291.085,116.709
martensitic_stainless,0.8166,2.8431,1.2346,888.0,166.55,0.711,0.6207,557.465,45.29
low_alloy_steel,0.6414,1.1906,2.4961,954.19,415.2,1.517,0.6495,332.072,117.804
spring_steel,0.2232,0.1555,2.0818,762.21,268.21,3.153,0.8832,221.765,107.743
low_alloy_steel,0.4309,0.7174,0.6659,875.82,215.2,0.532,16.4312,353.992,85.711
martensitic_stainless,0.9207,2.4821,0.6221,764.98,353.4,2.182,0.1453,461.478,82.764
martensitic_stainless,0.1541,3.536,0.4954,835.51,194.13,3.126,8.0709,456.699,66.839
low_alloy_steel,0.6762,0.5168,0.1509,815.24,598.82,1.113,2.7619,152.356,121.172
low_alloy_steel,1.0304,0.9571,1.2731,909.25,273.22,2.021,0.1236,410.722,87.495
low_alloy_steel,0.8171,0.4222,2.138,906.01,516.83,0.642,0.7841,289.824,129.693
bearing_steel,0.9118,0.7686,2.4427,916.84,190.31,1.962,155.6345,639.611,54.017
bearing_steel,0.9301,0.9687,0.1969,923.44,326.25,2.905,1.0647,433.107,64.744
spring_steel,0.6372,0.4754,1.129,977.79,333.53,0.937,62.8947,437.95,84.25
spring_steel,0.3799,0.4932,0.2629,898.6,416.57,3.396,40.3618,314.815,93.804
spring_steel,0.719,1.6475,2.332,869.78,235.57,2.834,5.4222,437.129,92.053
martensitic_stainless,0.5763,2.6487,0.7684,862.8,633.86,2.314,74.1466,438.543,117.037
low_alloy_steel,0.5579,0.7172,1.054,932.58,531.93,0.525,1.5407,205.802,125.471
martensitic_stainless,0.156,3.4631,2.0421,760.53,245.48,1.21,0.1407,382.246,87.692
martensitic_stainless,0.7461,2.456,1.5046,865.53,267.14,2.098,11.3593,565.702,75.881
bearing_steel,0.3839,1.3852,0.0024,829.5,574.83,3.479,0.1475,205.578,119.58
low_alloy_steel,0.566,1.0597,0.8861,867.3,381.98,1.303,29.8719,326.426,98.737
low_alloy_steel,0.9064,0.4195,1.8744,856.22,217.65,2.375,13.7401,444.785,80.242
spring_steel,0.872,0.4503,0.5442,767.44,400.48,1.23,93.4586,401.067,80.279
martensitic_stainless,0.6115,2.5979,0.5786,802.82,244.91,3.707,3.2618,480.149,70.721
martensitic_stainless,1.0057,2.2001,0.6799,971.85,423.15,2.205,1.3896,525.036,68.523
low_alloy_steel,0.9074,1.2466,1.7819,894.35,356.98,0.357,0.8336,310.191,108.072
bearing_steel,1.0293,0.6756,1.735,898.97,187.69,1.085,6.4408,565.787,52.641
low_alloy_steel,0.3553,1.7841,0.609,904.34,310.16,3.209,0.2464,249.877,104.203
spring_steel,1.039,1.7872,2.0978,770.41,210.32,1.426,0.2365,442.254,79.727
martensitic_stainless,0.412,3.0429,1.4824,813.69,261.23,0.87,0.283,429.064,72.877
bearing_steel,0.7448,1.6476,1.0355,976.28,218.09,2.381,0.4315,459.319,68.945
spring_steel,0.48,1.0408,1.2483,772.13,560.42,3.041,0.106,169.788,139.419
bearing_steel,0.1596,0.5141,0.7619,957.93,443.38,3.204,0.132,240.879,110.163
martensitic_stainless,0.4348,3.2744,0.785,899.04,362.2,3.976,129.8607,548.481,78.305
spring_steel,0.3456,1.8182,2.3846,921.72,582.51,3.2,132.9721,352.644,110.947
low_alloy_steel,0.641,1.2667,0.4015,883.89,249.08,0.263,3.983,364.673,91.107
spring_steel,0.3679,1.8711,1.3285,949.33,186.13,1.444,0.8103,393.449,81.295
low_alloy_steel,0.5891,0.5064,0.6101,917.8,381.21,3.952,0.4487,252.122,104.201
low_alloy_steel,0.4457,1.5866,1.5924,830.91,559.61,2.834,3.609,165.612,124.858
low_alloy_steel,0.645,1.7566,1.4697,933.96,233.54,2.321,3.5809,412.638,94.19
bearing_steel,0.2241,1.0425,1.3159,896.2,487.67,2.347,60.5145,309.882,99.278
bearing_steel,0.9181,1.2883,1.3857,828.21,288.0,2.624,35.5369,569.129,48.663
low_alloy_steel,0.9889,0.4697,1.2548,919.97,351.81,1.526,0.5963,348.369,101.92
low_alloy_steel,0.8648,0.9712,0.247,796.79,196.39,3.553,1.0962,388.354,77.477
bearing_steel,0.217,1.1275,1.1079,954.85,609.77,0.683,2.7464,211.316,122.637
bearing_steel,0.5886,1.0918,0.6993,950.85,427.84,2.443,10.8632,419.322,101.352
low_alloy_steel,0.3733,0.9604,1.0814,781.29,646.3,3.468,21.9211,147.052,128.463
low_alloy_steel,0.8649,1.0517,1.6649,793.68,578.57,1.756,0.3858,213.043,122.331
low_alloy_steel,0.9295,0.9729,1.6647,767.66,349.11,3.63,0.4747,334.02,103.972
bearing_steel,0.7624,1.6948,0.5454,855.19,206.02,3.437,3.1747,479.331,65.939
martensitic_stainless,0.1515,3.5725,2.0296,935.08,386.94,2.779,0.2659,399.426,89.519
spring_steel,0.8895,1.7112,0.6382,930.43,199.49,2.235,1.9231,509.583,66.964
low_alloy_steel,0.2556,1.4819,0.5236,962.58,259.64,3.829,0.2197,277.803,111.699
bearing_steel,0.2633,0.3811,0.167,904.67,408.72,3.256,0.1157,202.771,107.643
bearing_steel,0.201,0.6117,1.6398,914.12,339.64,3.191,43.6389,345.933,91.868
bearing_steel,0.8248,1.3641,1.6065,860.48,392.33,3.244,1.0531,389.628,102.486
low_alloy_steel,0.4736,0.2435,1.132,930.78,211.76,3.264,10.0907,370.293,82.125
martensitic_stainless,0.6977,3.7245,2.2262,962.09,430.21,3.216,0.3316,448.915,98.757
low_alloy_steel,0.9261,0.886,2.1436,788.29,286.93,1.644,0.3892,371.869,86.55
bearing_steel,1.0081,1.8399,1.4002,769.01,500.14,1.692,0.5831,343.671,113.377
bearing_steel,0.3183,1.1046,1.3125,921.74,495.83,3.508,0.6646,252.251,125.261
martensitic_stainless,0.3376,2.1507,1.0004,925.0,442.03,2.725,10.2506,415.814,100.044
spring_steel,0.6725,0.3113,0.5887,963.0,160.13,0.963,9.7738,467.172,74.189
low_alloy_steel,0.2609,1.4243,0.6443,910.82,428.24,2.129,27.7417,264.721,114.509
martensitic_stainless,0.6224,3.0325,1.8083,841.1,361.35,3.261,1.4298,444.93,92.513
martensitic_stainless,0.715,2.3999,0.6074,879.03,415.68,2.214,1.22,392.768,82.822
spring_steel,0.7676,0.2245,1.4556,771.15,275.75,2.836,0.2244,329.179,93.995
bearing_steel,0.4186,1.6031,0.4619,925.62,342.79,2.986,89.1783,444.229,85.217
martensitic_stainless,0.3479,3.6034,0.5907,937.89,213.74,2.768,1.7778,500.471,66.518
bearing_steel,0.4097,1.7868,0.9384,861.8,583.96,1.505,11.589,318.096,116.323
spring_steel,0.5653,0.2289,1.2968,909.88,263.09,3.547,0.1806,349.33,91.079
bearing_steel,0.3543,1.5412,0.0864,780.21,448.94,0.305,0.2307,207.96,117.725
bearing_steel,0.6969,1.5504,0.683,761.82,291.21,2.034,43.1372,518.559,82.386
bearing_steel,0.4877,1.6177,1.0682,778.63,280.1,2.88,137.9149,465.886,96.375
bearing_steel,0.2219,0.5051,0.7144,822.11,399.85,1.332,6.6091,268.02,111.176
low_alloy_steel,0.3348,0.2875,2.3515,799.94,495.4,2.785,12.5693,222.59,129.907
spring_steel,0.8885,0.2578,0.4601,795.54,344.76,2.741,6.8181,337.084,86.772
spring_steel,0.9656,1.7995,2.1132,918.07,561.5,0.913,16.6891,370.211,108.358
bearing_steel,0.3909,0.3738,1.9009,768.21,640.65,1.784,84.811,278.719,117.882
low_alloy_steel,0.7736,1.2912,0.7394,794.04,190.78,3.037,0.3089,352.536,81.652
bearing_steel,1.0449,1.0949,1.0602,934.26,503.29,0.505,0.8788,364.858,90.542
martensitic_stainless,0.1539,2.5389,0.9694,926.67,199.65,0.281,3.0202,444.224,90.887
bearing_steel,0.4986,0.8518,1.3421,802.79,610.36,2.468,63.6925,283.296,110.92
spring_steel,0.8269,1.6542,2.1123,851.01,309.21,2.369,36.75,475.126,84.549
low_alloy_steel,0.4937,1.2817,1.3992,975.41,514.7,2.902,0.1972,194.754,125.605
bearing_steel,0.8252,0.4061,1.691,911.19,172.47,2.27,1.3268,471.783,64.285
bearing_steel,0.4753,0.3679,2.1129,898.26,480.14,0.731,1.3013,291.143,133.677
low_alloy_steel,0.6774,1.7595,2.0744,897.48,640.23,2.405,14.0582,284.603,124.356
spring_steel,0.6838,0.6952,0.604,962.2,241.86,0.669,0.1873,390.186,82.47
low_alloy_steel,0.2462,1.6186,1.0737,832.27,272.32,0.407,0.3139,238.452,111.572
spring_steel,0.4582,1.9342,0.6437,963.86,398.23,0.702,38.6484,374.719,84.265
bearing_steel,0.6785,0.1831,1.2425,926.96,352.83,3.539,2.2049,368.131,81.548
martensitic_stainless,0.5562,3.7087,2.1538,791.53,374.68,3.782,0.1489,413.606,91.192
low_alloy_steel,0.4,1.9261,0.7789,843.32,589.8,1.084,143.0188,243.731,117.903
low_alloy_steel,0.3791,1.5729,1.0863,928.99,175.03,0.57,4.3724,348.391,88.668
bearing_steel,0.387,0.6112,2.4022,802.41,404.94,1.048,0.343,272.523,108.169
martensitic_stainless,0.5693,2.5458,2.0966,882.8,445.79,2.125,3.8215,421.88,85.462
bearing_steel,0.9345,1.169,0.0804,970.97,454.15,2.891,3.4851,438.022,69.31
bearing_steel,0.2265,0.2542,1.485,807.65,515.88,1.499,0.7148,144.817,133.157
bearing_steel,0.1878,0.1492,1.7896,878.89,344.79,3.236,2.9788,240.707,109.353
martensitic_stainless,0.8139,3.9336,1.2019,876.73,391.96,1.473,3.6405,521.878,72.283
spring_steel,0.8172,1.0501,1.0359,826.25,322.46,0.221,13.6808,424.186,83.106
bearing_steel,0.6945,1.2344,0.3194,873.47,477.06,0.952,12.2283,348.35,100.291
spring_steel,0.8075,1.1931,0.5317,870.04,466.9,3.701,0.1628,304.912,101.474
low_alloy_steel,0.9896,1.0516,0.5128,843.12,331.75,0.237,27.8941,413.517,84.062
bearing_steel,0.6444,1.0624,1.4655,882.27,282.56,0.508,7.4597,410.243,86.475
martensitic_stainless,0.6484,2.9218,0.2909,829.0,161.08,2.165,2.4976,554.13,43.76
spring_steel,0.4736,0.6429,1.7541,776.14,507.54,0.473,1.9572,217.567,106.353
spring_steel,0.62,1.6833,0.9899,879.64,265.21,3.416,1.906,406.25,85.058
spring_steel,0.9346,1.2192,0.8473,907.48,514.86,2.87,5.4625,341.427,110.839
low_alloy_steel,0.4811,0.6129,0.3228,843.2,327.81,2.21,47.8,282.279,106.629
low_alloy_steel,0.6179,1.3301,1.081,776.96,322.15,2.755,26.2521,345.215,113.167
low_alloy_steel,0.613,1.0181,2.0961,949.3,420.26,3.563,113.1279,392.966,90.451
low_alloy_steel,0.2453,0.5712,2.3961,899.47,423.42,3.345,29.4848,266.975,124.782
low_alloy_steel,0.6844,0.9566,1.7626,791.85,202.97,3.17,29.7378,451.931,86.132
martensitic_stainless,0.3811,3.3385,1.3986,965.69,425.1,3.619,0.9649,448.062,92.165
bearing_steel,0.1741,1.704,1.3041,858.19,625.04,3.498,2.5859,178.46,137.272
martensitic_stainless,0.6581,3.3822,0.0825,891.53,393.27,2.536,1.6912,436.025,83.288
bearing_steel,0.7756,1.3537,0.7268,942.86,388.23,3.178,37.3334,480.876,78.174
bearing_steel,0.2132,1.5581,1.3836,850.92,276.37,3.743,33.4613,380.044,103.96
martensitic_stainless,0.4822,2.1509,2.404,976.37,153.54,1.216,70.9024,608.49,37.908
low_alloy_steel,0.3113,1.5702,0.5092,771.11,151.86,0.896,0.624,310.72,92.018
martensitic_stainless,0.3449,2.1026,1.6037,917.4,486.71,0.257,7.4762,394.992,101.367
low_alloy_steel,0.6428,1.8444,0.5825,823.9,379.43,0.873,2.9288,327.782,92.927
spring_steel,0.1791,1.4194,2.4666,937.95,491.3,1.906,55.7031,297.255,124.387
low_alloy_steel,0.3097,1.685,1.0697,951.6,504.93,2.907,3.1447,279.705,100.593
bearing_steel,0.7413,1.6305,0.2229,889.88,160.95,1.336,2.2548,499.853,65.79
bearing_steel,0.3524,1.6125,1.3486,939.34,592.41,0.718,10.8033,295.483,131.064
bearing_steel,0.6867,0.774,2.0052,914.27,349.62,1.58,4.0215,391.86,104.603
spring_steel,0.5112,0.6359,0.2356,844.22,487.35,1.89,8.9915,262.297,111.693
bearing_steel,0.5287,0.9411,1.3172,848.33,604.35,1.387,15.4562,233.902,128.806
martensitic_stainless,0.1743,3.4782,2.4018,843.99,267.63,0.525,37.7271,478.924,101.329
martensitic_stainless,0.2201,3.701,0.0804,867.35,153.22,3.945,0.4118,481.062,66.01
spring_steel,0.3183,1.4975,0.7036,786.29,618.18,0.742,10.1523,184.94,146.49
spring_steel,0.505,0.813,2.265,914.47,271.7,3.879,3.5524,428.277,99.134
low_alloy_steel,0.7861,1.7827,0.1826,834.39,391.35,3.359,0.1035,289.382,102.912
spring_steel,0.8745,0.7803,1.4483,903.45,194.49,3.666,69.3138,557.636,59.119
low_alloy_steel,0.818,1.8121,1.0187,833.6,588.9,3.72,88.3157,334.578,100.16
bearing_steel,0.9256,0.6198,1.8364,964.32,193.56,2.327,94.1958,573.246,68.043
spring_steel,0.7472,0.9315,0.8666,780.16,271.88,1.622,0.9606,366.023,83.017
spring_steel,1.0271,0.7604,1.7261,821.35,541.45,0.292,5.7814,340.592,97.326
low_alloy_steel,0.3226,0.3861,0.5753,977.16,432.64,0.807,3.4871,190.505,102.413
bearing_steel,0.7299,1.6875,1.0455,828.56,429.48,3.271,9.1519,434.07,90.72
low_alloy_steel,0.6272,1.3423,2.1637,915.23,175.23,3.253,133.5909,479.584,64.42
spring_steel,1.0498,0.7916,0.0919,962.85,644.2,2.877,4.7439,323.048,105.108
martensitic_stainless,0.9521,2.987,1.1498,803.92,236.72,2.297,10.8034,629.443,48.443
low_alloy_steel,0.6682,0.5235,0.5294,882.55,606.29,0.347,0.1149,139.216,162.391
spring_steel,0.5533,1.6972,1.1423,957.56,468.91,2.492,7.4241,332.558,93.827
bearing_steel,0.793,0.917,2.2906,978.45,267.43,2.106,2.4583,442.973,82.228
low_alloy_steel,0.5585,1.114,1.5945,868.91,322.75,0.355,0.5608,262.547,111.525
martensitic_stainless,0.9567,3.7836,0.7668,791.62,384.82,3.424,0.3265,480.94,91.693
low_alloy_steel,0.3721,1.0164,1.0212,763.29,404.47,1.767,50.1587,259.465,114.564
low_alloy_steel,0.9275,1.6393,1.7691,762.06,318.64,3.429,0.3231,358.881,89.855
spring_steel,0.6994,1.0516,2.2965,847.82,210.41,3.205,17.8987,441.535,79.339
bearing_steel,0.2475,1.6679,1.8546,801.64,239.98,3.087,32.0345,383.918,86.038
low_alloy_steel,0.4043,1.7838,1.2709,776.95,388.98,2.242,3.5908,203.207,114.63
spring_steel,0.1681,1.2586,0.8705,949.55,440.91,1.904,4.2982,244.22,114.284
low_alloy_steel,0.9253,0.4035,1.2745,813.76,382.3,1.753,0.253,323.66,106.116
bearing_steel,0.5651,1.6822,2.1663,939.11,575.04,0.751,18.0198,387.588,94.459
bearing_steel,0.5717,1.4974,0.3576,977.47,240.53,0.404,30.3458,475.594,77.73
bearing_steel,0.5501,1.8489,1.5604,931.4,529.1,2.038,1.3744,324.108,109.766
low_alloy_steel,0.713,0.4869,0.3136,924.86,433.56,1.934,0.9495,275.799,108.674
bearing_steel,0.6127,0.514,1.8436,949.97,544.76,1.82,44.5723,355.874,90.333
spring_steel,0.5528,0.6969,0.3926,906.82,419.19,2.13,88.9052,369.379,99.182
bearing_steel,0.7825,1.0606,2.2619,911.42,594.32,0.297,0.4609,298.866,107.683
martensitic_stainless,0.3291,2.7318,0.2932,873.11,229.49,1.223,0.2028,443.249,84.466
spring_steel,0.796,0.9079,1.3291,935.32,481.55,0.788,2.1632,350.304,97.009
martensitic_stainless,1.0194,2.9403,2.4611,765.51,551.5,2.266,0.2183,453.816,89.93
bearing_steel,0.4062,0.3088,0.3051,849.04,238.97,2.868,1.366,371.597,98.479
low_alloy_steel,0.7303,1.2789,1.3716,846.97,247.7,2.992,0.1696,358.905,102.997
spring_steel,0.9109,1.5859,0.2017,930.6,415.58,1.009,106.5667,474.21,75.539
spring_steel,0.9086,0.1181,0.0825,939.4,322.52,2.043,6.0427,461.789,78.459
low_alloy_steel,0.6514,0.2931,2.0435,796.97,533.94,2.211,144.4554,277.608,116.179
martensitic_stainless,0.3615,2.1464,1.4872,876.42,435.92,3.312,28.7412,418.63,106.141
spring_steel,0.4508,0.5059,0.7574,942.22,502.04,3.8,0.1007,229.086,131.671
low_alloy_steel,1.0405,1.4377,2.1858,932.68,221.36,2.0,118.8674,579.889,75.115
spring_steel,0.2588,0.8738,0.749,937.17,528.08,2.965,0.3098,167.069,133.657
spring_steel,0.2309,0.3658,2.0691,843.6,277.85,3.788,62.0995,359.307,110.945
spring_steel,0.9052,0.4499,0.9506,947.85,200.45,3.153,2.8527,461.032,62.46
spring_steel,0.3191,1.5505,0.9488,880.94,546.92,3.933,0.1094,146.832,142.887
bearing_steel,0.3181,0.5141,0.216,894.74,371.96,1.131,7.7134,281.645,108.195
martensitic_stainless,0.414,2.9025,1.746,870.4,187.3,1.871,82.7712,583.87,62.778
low_alloy_steel,0.5001,0.1289,0.8168,839.12,174.04,3.115,0.2541,255.093,98.311
martensitic_stainless,0.7548,3.1114,0.5861,847.93,451.86,1.149,13.2006,497.953,68.881
bearing_steel,0.2364,0.1964,1.1356,923.76,489.74,1.868,54.2832,300.021,113.892
spring_steel,0.6634,0.2308,2.0253,883.47,395.6,0.503,2.3142,303.262,113.419
low_alloy_steel,0.3104,0.4557,2.0344,952.27,336.46,1.801,0.4511,275.754,112.249
spring_steel,0.3267,1.8378,1.7375,928.47,646.78,1.362,0.4069,189.635,129.578
martensitic_stainless,0.5787,2.4343,2.1276,800.52,461.55,3.587,0.6505,383.666,77.081
bearing_steel,0.1866,1.8342,1.9955,854.55,635.15,1.058,35.638,255.565,128.681
martensitic_stainless,0.4697,3.841,1.0556,974.77,231.37,3.68,0.1278,467.614,83.539
bearing_steel,1.0188,1.6534,0.4591,916.94,381.19,3.499,154.3553,579.656,56.935
low_alloy_steel,0.7313,1.1811,1.2121,811.72,266.88,0.334,27.516,366.083,79.761
low_alloy_steel,0.2512,0.952,0.8895,805.61,276.82,3.996,0.1104,220.58,110.121
martensitic_stainless,0.4546,3.6126,0.3423,943.32,471.95,1.095,3.0785,413.68,86.015
martensitic_stainless,0.251,2.9428,0.338,762.14,325.01,3.235,11.2072,377.14,96.689
low_alloy_steel,0.5585,0.2907,0.4434,915.09,319.03,2.248,0.1656,230.969,110.642
spring_steel,1.0461,0.5464,0.7079,761.77,642.82,0.86,0.5356,224.961,134.68
martensitic_stainless,0.5158,3.671,0.2545,927.95,593.36,0.469,38.2347,429.397,88.531
bearing_steel,0.5702,0.4224,0.7222,769.58,287.26,2.701,66.2792,440.493,78.617
spring_steel,0.4931,0.468,0.7885,958.73,151.96,2.293,1.6671,419.996,75.536
bearing_steel,0.389,0.5659,1.1843,856.23,648.1,1.314,14.01,232.89,134.018
martensitic_stainless,0.4494,2.8867,1.3768,863.22,282.86,2.914,152.0444,546.316,58.12
martensitic_stainless,0.3706,2.5831,2.4347,819.33,598.09,1.262,2.8765,325.242,118.824
bearing_steel,0.5444,0.3763,0.9806,867.15,542.86,2.845,6.6392,254.095,135.258
martensitic_stainless,0.8955,3.8982,1.1492,964.95,150.42,1.621,41.2386,694.099,41.173
bearing_steel,1.0139,0.7116,1.8478,932.52,537.18,3.934,4.7328,418.486,91.65
spring_steel,0.9885,1.2725,2.0927,876.11,439.11,3.339,9.5867,397.06,81.441
martensitic_stainless,0.6002,2.2205,1.6071,865.99,199.97,2.21,124.851,614.367,50.96
spring_steel,0.9836,1.1222,0.474,923.86,527.63,0.976,0.4684,329.962,101.287
spring_steel,0.1847,0.5946,2.4843,924.22,272.97,3.38,0.3631,267.107,130.3
martensitic_stainless,0.5045,2.2159,0.5138,971.69,258.03,3.625,3.3432,493.124,59.564
low_alloy_steel,0.2688,0.4929,0.6024,872.35,518.15,3.989,2.192,164.423,126.976
spring_steel,0.4173,1.2256,0.6844,886.91,231.06,2.849,102.37,419.23,88.984
spring_steel,0.7704,0.6361,0.4886,769.95,347.43,3.365,31.9384,363.756,91.094
martensitic_stainless,0.5488,2.549,2.4251,790.28,604.22,2.316,137.976,413.2,102.226
low_alloy_steel,0.6692,1.1131,1.8688,881.81,574.91,0.909,0.6736,183.079,120.936
spring_steel,0.7284,1.8395,1.2097,871.28,355.77,2.526,1.9347,379.657,106.11
spring_steel,0.9061,0.6809,1.3597,904.83,281.75,3.837,3.0957,469.534,74.183
spring_steel,0.1762,1.65,1.2269,920.97,478.46,1.806,85.4578,314.733,117.897
spring_steel,0.2926,0.31,0.3719,970.74,366.92,0.407,10.8359,296.687,100.734
